id_original,nombre_referencia,total_docs,toxicidad_genetica,carcinogenesis,disrupcion_endocrina,toxicidad_metabolica,microbiota_gut_health,barrera_hematoencefalica,inmunotoxicidad_alergia,inflamacion_cronica,potencial_bioactivo,evidencia_clinica_humana,estudios_mecanisticos
304,Hexamethylene tetramine,2,0,0,0,0,0,0,0,0,0,0,0
305,E571,200000,0,0,0,0,0,0,0,0,0,0,0
306,Enzymatically hydrolysed carboxymethylcellulose,0,0,0,0,0,0,0,0,0,0,0,0
307,Cholic acid,2,0,0,0,0,0,0,0,0,0,0,0
308,Aluminium,2,0,0,0,0,0,0,0,0,0,0,0
309,Sodium tetraborate (borax),0,0,0,0,0,0,0,0,0,0,0,0
310,Riboflavin,2,0,0,0,0,0,0,0,0,0,0,0
311,Polyvinyl alcohol-polyethylene glycol-graft-co-polymer,0,0,0,0,0,0,0,0,0,0,0,0
312,Ammonium carbonate,2,0,0,0,0,0,0,0,0,0,0,0
313,Potassium hydrogen carbonate,2,0,0,0,0,0,0,0,0,0,0,0
314,Brilliant blue FCF,0,0,0,0,0,0,0,0,0,0,0,0
315,Potassium acetate,0,0,0,0,0,0,0,0,0,0,0,0
316,Polyoxyethylene (40) stearate,0,0,0,0,0,0,0,0,0,0,0,0
317,Synthetic wax,2,0,0,0,0,0,0,0,0,0,0,0
318,Astaxanthin,2,0,0,0,0,0,0,0,0,0,0,0
319,Calcium citrates,2,0,0,0,0,0,0,0,0,0,0,0
320,Acetylated starch,2,0,0,0,0,0,0,0,0,0,0,0
321,Potassium salts of fatty acids,2,0,0,0,0,0,0,0,0,0,0,0
322,Bentonite,2,0,0,0,0,0,0,0,0,0,0,0
323,sodium dodecyl sulfate,2,0,0,0,0,0,0,0,0,0,0,0
324,Candelilla wax,2,0,0,0,0,0,0,0,0,0,0,0
325,Gamma-Cyclodextrine,2,0,0,0,0,0,0,0,0,0,0,0
326,Lactitol,2,0,0,0,0,0,0,0,0,0,0,0
327,1‚4-Heptonolactone,2,0,0,0,0,0,0,0,0,0,0,0
328,Sodium carbonate,2,0,0,0,0,0,0,0,0,0,0,0
329,Dimethyl polysiloxane,2,0,0,0,0,0,0,0,0,0,0,0
330,Potassium nitrate,2,0,0,0,0,0,0,0,0,0,0,0
331,Calcium carbonates,0,0,0,0,0,0,0,0,0,0,0,0
332,Carbomer,0,0,0,0,0,0,0,0,0,0,0,0
333,Starch sodium octenyl succinate,0,0,0,0,0,0,0,0,0,0,0,0
334,Nicotinic acid,2,0,0,0,0,0,0,0,0,0,0,0
335,Copper complexes of chlorophylls,2,0,0,0,0,0,0,0,0,0,0,0
336,Potassium propionate,2,0,0,0,0,0,0,0,0,0,0,0
337,E638,200000,0,0,0,0,0,0,0,0,0,0,0
338,Malic acid,0,0,0,0,0,0,0,0,0,0,0,0
