nombre_final,total_docs,riesgo_cronico,riesgo_agudo,microbiota,beneficio,evidencia_humana
Fatty acid methyl ester,0.6043781694936471,0.2211256944897163,0.40500228710171376,0.7945163208249533,0.34065384527042614,0.3231758427708558
D-Maltitol,-1.3188433366918477,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.9904085750728697
Hydrogen,2.6918027104241538,2.8820748057101353,2.815294073630546,3.25869974282068,2.707162517550073,2.6746807490680893
Calcium disodium ethylenediaminetetraacetate,-0.48962084576917647,-0.8537542684995382,-0.9705322375809257,-0.7872651323057321,-0.3782211421231877,-0.6155865856496346
Ascorbyl stearate,-0.6897500346282609,-0.23687080407707362,-0.5520294721173432,-0.7872651323057321,-0.2879165437684488,-0.4413042855850152
Orcein,0.4981760879982174,0.7319344229244785,0.48794135581166764,-0.4616604305341174,0.13095514112084203,0.672899926353444
Propyl para-hydroxybenzoate,-1.2258385980141409,-0.8537542684995382,-0.706486390898014,-0.7872651323057321,-0.8718281362297977,-1.226894920492835
L(+)-tartaric acid,0.24296319543663034,-0.10128350279766943,-0.057083686796205145,-0.4616604305341174,0.024467812234719125,-0.05529514055636728
Potassium silicate,-0.07412909879764408,-0.6029306799322486,-0.706486390898014,-0.27119388993922744,-0.035344268951818955,-0.6777906310049805
Biphenyl,1.7020622645974943,2.0220162580341654,1.9791705983995336,1.5788347321152154,1.9066555018015028,1.8585717317244503
Azodicarbonamide and Carbamide,-0.8208328515071216,-0.4562082863240725,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-1.226894920492835
